,id,predicted_class_,actual_class_,words_matched
768,768,technical,technical,"['entitl', 'commerci', 'subcontractor', 'revenu', 'logist', 'receipt', 'mitig', 'oblig', 'payment', 'share', 'exercis', 'violat', 'discret', 'aviat', 'one', 'superintend', 'negoti', 'math', 'sport', 'complex', 'solv', 'size', 'owner', 'draw', 'sustain', 'delay', 'termin', 'enforc', 'ethic', 'submitt', 'estim', 'parent', 'wastewat']"
769,769,technical,technical,"['minut', 'limit', 'feet', 'retail', 'subcontractor', 'forecast', 'supplier', 'sector', 'defens', 'accomplish', 'submiss', 'assembl', 'ownership', 'permit', 'oblig', 'payment', 'date', 'achiev', 'aviat', 'mobil', 'bid', 'staf', 'superintend', 'one', 'bill', 'architectur', 'phase', 'owner', 'draw', 'agenda', 'updat', 'conform', 'fee', 'portfolio', 'militari', 'estat', 'submitt', 'estim', 'assur', 'warehous', 'pharmaceut', 'card']"
770,770,technical,technical,"['deploy', 'p', 'upgrad', 'hazard', 'stoop', 'address', 'questionnair', 'notif', 'sensit', 'disclosur', 'capit', 'cycl', 'error', 'share', 'instrument', 'date', 'climb', 'seri', 'proof', 'stand', 'procur', 'fellowship', 'corp', 'one', 'theori', 'charact', 'suitabl', 'curriculum', 'checklist', 'protocol', 'trust', 'vet', 'm', 'imag', 'qualifi', 'equival', 'link', 'assur', 'determin', 'commiss', 'accredit', 'occup']"
771,771,complex problem solving,complex problem solving,"['financ', 'classif', 'one', 'indic', 'mail', 'sociolog', 'proof', 'receipt', 'analyst', 'psycholog', 'statist', 'procur', 'econom', 'card']"
772,772,technical,technical,"['sop', 'motor', 'feet', 'indic', 'pump', 'replac', 'valv', 'subsidiari', 'transpar', 'agent', 'dispos', 'submiss', 'membership', 'apprenticeship', 'ownership', 'head', 'calibr', 'tank', 'instrument', 'root', 'steril', 'pregnanc', 'workforc', 'overhaul', 'teammat', 'plumb', 'configur', 'one', 'blueprint', 'theori', 'valid', 'ladder', 'frequenc', 'wast', 'interfac', 'factori', 'draw', 'speed', 'fee', 'sensor', 'fire', 'storag', 'overtim', 'temperatur', 'starter', 'face', 'protect', 'pipe', 'commiss', 'acquisit']"
773,773,technical,technical,"['mind', 'door', 'surfac', 'diseas', 'window', 'hear', 'replac', 'mile', 'floor', 'bar', 'stair', 'sprinkler', 'version', 'height', 'weather', 'apart', 'side', 'inclus', 'plumb', 'telephon', 'flight', 'staf', 'one', 'pool', 'light', 'lock', 'length', 'carpentri', 'region', 'ground', 'paint', 'snow', 'compli', 'cleanli', 'remov', 'demeanor', 'elev', 'appear', 'fire', 'fax', 'overtim', 'temperatur', 'percept', 'applianc', 'sign', 'atmospher', 'auto']"
774,774,technical,technical,"['violenc', 'motor', 'premis', 'bargain', 'strength', 'supplier', 'advocaci', 'accomplish', 'disclosur', 'motiv', 'abus', 'ownership', 'commod', 'prevent', 'perspect', 'act', 'card', 'mentor', 'identifi', 'payment', 'presid', 'achiev', 'workforc', 'inclus', 'diplomaci', 'conflict', 'child', 'procur', 'bid', 'verif', 'one', 'creativ', 'good', 'negoti', 'expans', 'audienc', 'thought', 'liaison', 'vice', 'ground', 'trust', 'alloc', 'involv', 'peer', 'awar', 'urgenc', 'entiti', 'harass', 'open', 'arrang', 'capit', 'voic']"
775,775,technical,technical,"['limit', 'subsidiari', 'manual', 'autom', 'script', 'payment', 'creed', 'web', 'configur', 'payer', 'one', 'valid', 'presenc', 'vmware', 'complex', 'cloud', 'jira', 'portfolio', 'equival', 'enrol', 'domain', 'factor', 'troubleshoot', 'card']"
776,776,complex problem solving,complex problem solving,"['minut', 'intervent', 'interpret', 'administ', 'influenc', 'round', 'replac', 'apprais', 'recognit', 'warn', 'fair', 'crisi', 'disast', 'deleg', 'comfort', 'substanc', 'villag', 'identifi', 'chart', 'drill', 'philosophi', 'observ', 'medic', 'staf', 'one', 'potenti', 'discuss', 'infect', 'incid', 'visit', 'accid', 'pharmaci', 'overview', 'absenc', 'count', 'charg', 'justic', 'fire', 'obtain', 'formul', 'therapi', 'estat', 'venipunctur', 'find', 'assur', 'meal', 'independ']"
777,777,complex problem solving,technical,"['semest', 'diseas', 'advantag', 'trade', 'address', 'bar', 'loan', 'intern', 'session', 'cabl', 'workforc', 'proof', 'continu', 'scientist', 'telephon', 'verif', 'one', 'epidemiolog', 'bill', 'surveil', 'conform', 'forgiv', 'women', 'fellow', 'card']"
778,778,technical,technical,"['indic', 'surfac', 'malfunct', 'replac', 'airfram', 'pump', 'valv', 'aircraft', 'spend', 'manual', 'fuel', 'workload', 'altern', 'assembl', 'brake', 'station', 'wrench', 'airlin', 'sheet', 'drill', 'cabl', 'overhaul', 'plumb', 'hoist', 'adjust', 'flight', 'one', 'blueprint', 'damag', 'heat', 'theori', 'oil', 'log', 'complex', 'forklift', 'precis', 'avion', 'discount', 'gear', 'mechan', 'gaug', 'wire', 'truck', 'land', 'wear', 'perk', 'modif', 'maintain', 'metal', 'wing', 'troubleshoot']"
779,779,technical,technical,"['motor', 'clean', 'inquiri', 'replac', 'dispos', 'player', 'avail', 'weather', 'tabl', 'radio', 'plumb', 'one', 'damag', 'heat', 'ladder', 'visitor', 'guest', 'anim', 'setup', 'wast', 'incid', 'chair', 'remov', 'crew', 'close', 'pride', 'open', 'conclus', 'garden', 'pick', 'protect']"
780,780,technical,technical,"['interpret', 'retail', 'help', 'switch', 'aircraft', 'manual', 'fact', 'laser', 'assembl', 'station', 'wage', 'reput', 'aviat', 'one', 'ladder', 'potenti', 'aerospac', 'sport', 'avion', 'k', 'region', 'draw', 'paint', 'read', 'wire', 'termin', 'garden', 'meal', 'atmospher', 'airfram', 'troubleshoot']"
781,781,technical,technical,"['diseas', 'mile', 'discoveri', 'bar', 'accomplish', 'classif', 'character', 'well', 'research', 'script', 'physic', 'achiev', 'disord', 'scientist', 'one', 'evid', 'potenti', 'biolog', 'restaur', 'medicin', 'region', 'mechan', 'heart', 'cancer', 'involv', 'genet', 'award', 'dataset', 'mathemat']"
782,782,technical,technical,"['motor', 'distanc', 'malfunct', 'supplier', 'mile', 'bear', 'manual', 'agent', 'dispos', 'recoveri', 'wrench', 'weld', 'instrument', 'boiler', 'drill', 'conveyor', 'plumb', 'guard', 'hoist', 'machineri', 'one', 'blueprint', 'fixtur', 'forklift', 'make', 'wast', 'gear', 'shoe', 'uniform', 'checklist', 'draw', 'crane', 'wire', 'updat', 'fabric', 'pipe', 'diagram', 'metal', 'text']"
783,783,technical,technical,"['reserv', 'pump', 'flow', 'supplier', 'classif', 'pto', 'gas', 'oblig', 'payment', 'blood', 'match', 'inclus', 'd', 'procur', 'one', 'mechan', 'protocol', 'prototyp', 'absenc', 'powerpoint', 'fee', 'r']"
784,784,technical,technical,"['influenc', 'consist', 'cell', 'laser', 'ownership', 'headquart', 'brake', 'gas', 'assembl', 'campaign', 'weld', 'sheet', 'physic', 'export', 'flight', 'robot', 'one', 'launch', 'belief', 'aerospac', 'solv', 'precis', 'ground', 'internship', 'steel', 'star', 'path', 'introduct', 'fabric', 'metal']"
785,785,technical,technical,"['transmiss', 'malfunct', 'replac', 'aircraft', 'suspens', 'brake', 'steer', 'weld', 'fleet', 'tire', 'wage', 'match', 'discret', 'machineri', 'one', 'heat', 'truck', 'incent', 'path', 'rotat', 'diagnosi', 'fabric', 'rout', 'ship', 'hvac', 'diesel']"
786,786,technical,technical,"['turbin', 'profit', 'diseas', 'amount', 'adult', 'injuri', 'altern', 'bridg', 'prescript', 'instrument', 'ray', 'root', 'voic', 'stand', 'medic', 'one', 'pain', 'tissu', 'surgeri', 'symptom', 'remov', 'licensur', 'link', 'fabric', 'applianc', 'maintain', 'infant', 'pattern']"
787,787,technical,technical,"['electron', 'indic', 'trade', 'replac', 'combat', 'logist', 'manual', 'plier', 'assembl', 'wrench', 'calibr', 'instrument', 'schemat', 'drill', 'weapon', 'aviat', 'radio', 'adjust', 'one', 'theori', 'meter', 'frequenc', 'avion', 'draw', 'countermeasur', 'wire', 'militari', 'counter', 'screwdriv', 'diagram', 'troubleshoot']"
788,788,technical,technical,"['readi', 'airfram', 'aircraft', 'manual', 'percentag', 'player', 'assembl', 'sheet', 'match', 'chief', 'pilot', 'aviat', 'stand', 'articl', 'one', 'creativ', 'solv', 'phase', 'factori', 'mechan', 'paper', 'command', 'stock', 'remov', 'powerpoint', 'overtim', 'rotat', 'metal', 'troubleshoot']"
789,789,technical,technical,"['limit', 'commerci', 'desktop', 'advantag', 'counti', 'fact', 'autom', 'identifi', 'tabl', 'inclus', 'intellig', 'configur', 'mobil', 'robot', 'one', 'salesforc', 'length', 'incid', 'analyt', 'analyst', 'load', 'ticket', 'enterpris', 'star', 'warehous', 'maintain', 'accredit', 'enhanc', 'transform']"
790,790,technical,technical,"['return', 'interpret', 'valv', 'volum', 'well', 'workload', 'creation', 'assembl', 'brake', 'captur', 'prescript', 'plastic', 'save', 'achiev', 'd', 'mobil', 'one', 'creativ', 'mileston', 'valid', 'interfac', 'accid', 'draw', 'constraint', 'delay', 'updat', 'quantiti', 'ethic', 'r', 'incent', 'modif', 'analys', 'adapt']"
791,791,technical,technical,"['featur', 'interpret', 'deploy', 'stack', 'influenc', 'cycl', 'ownership', 'releas', 'methodolog', 'proof', 'web', 'architect', 'intellig', 'telephon', 'stand', 'mobil', 'one', 'launch', 'architectur', 'lifecycl', 'analyst', 'owner', 'api', 'translat', 'enterpris', 'popul', 'framework', 'pattern']"
792,792,complex problem solving,complex problem solving,"['interpret', 'thinker', 'car', 'even', 'immobil', 'save', 'wage', 'radiat', 'physicist', 'allow', 'rapport', 'staf', 'one', 'belief', 'valid', 'technologist', 'infect', 'protocol', 'reward', 'imag', 'meal', 'profess', 'factor', 'deposit', 'sell']"
793,793,complex problem solving,complex problem solving,"['eye', 'stack', 'distanc', 'stoop', 'fashion', 'spend', 'volum', 'sanit', 'well', 'pto', 'dental', 'fume', 'height', 'climb', 'sheet', 'weather', 'match', 'tax', 'weight', 'variabl', 'one', 'damag', 'varianc', 'forklift', 'correspond', 'ground', 'load', 'stock', 'truck', 'merchandis', 'vet', 'storag', 'pick', 'temperatur', 'season', 'rotat', 'percept', 'link', 'warehous', 'encount', 'premium', 'crawl']"
794,794,technical,technical,"['minut', 'cash', 'indic', 'help', 'address', 'calcul', 'flow', 'revenu', 'suggest', 'floor', 'manual', 'volum', 'desk', 'transpar', 'submiss', 'captur', 'conjunct', 'inclus', 'scientist', 'one', 'bill', 'target', 'make', 'medicin', 'mechan', 'cancer', 'militari', 'charg', 'complaint', 'poster', 'compil', 'factor']"
795,795,technical,technical,"['sea', 'profit', 'deploy', 'ill', 'equiti', 'societi', 'research', 'instrument', 'inclus', 'workforc', 'chemistri', 'child', 'robot', 'one', 'stage', 'biolog', 'affili', 'chair', 'prototyp', 'women', 'sensor', 'genet', 'path', 'percept', 'spous', 'grant']"
796,796,technical,technical,"['behalf', 'one', 'identifi', 'subcontractor', 'exercis', 'inquiri', 'award', 'solv', 'address', 'starter', 'estim', 'foundat', 'overview', 'staf', 'reaction']"
797,797,technical,technical,"['verifi', 'flow', 'autom', 'session', 'tech', 'wage', 'achiev', 'barrier', 'stand', 'procur', 'staf', 'one', 'creativ', 'jet', 'mileston', 'workflow', 'print', 'subordin', 'coursework', 'complex', 'traffic', 'alloc', 'encount', 'peer', 'jira', 'vet', 'imag', 'atmospher', 'diagram', 'factor', 'phd', 'pattern']"
798,798,technical,technical,"['minut', 'mind', 'autocad', 'electron', 'interpret', 'requisit', 'invoic', 'calcul', 'supplier', 'alarm', 'floor', 'player', 'motiv', 'mitig', 'headquart', 'gas', 'mentor', 'exercis', 'boiler', 'export', 'chart', 'achiev', 'discret', 'bid', 'format', 'staf', 'one', 'negoti', 'visitor', 'detect', 'target', 'asml', 'architectur', 'reason', 'size', 'draft', 'agenda', 'appear', 'powerpoint', 'outlook', 'urgenc', 'fire', 'path', 'overtim', 'introduct', 'estat', 'starter', 'expens', 'purif', 'modif', 'reliabl']"
799,799,technical,technical,"['pharmaceut', 'adjust', 'negoti', 'target', 'one', 'paramet', 'conjunct', 'log', 'root', 'calcul', 'night', 'batch', 'reliabl', 'carrier', 'troubleshoot', 'creation']"
800,800,technical,technical,"['feet', 'scrub', 'indic', 'dot', 'help', 'clean', 'distanc', 'receipt', 'stair', 'ppe', 'fuel', 'trip', 'wrench', 'height', 'tire', 'climb', 'map', 'weather', 'conveyor', 'weight', 'stand', 'one', 'oil', 'ladder', 'potenti', 'wast', 'phase', 'ground', 'batch', 'paint', 'load', 'ticket', 'storag', 'temperatur', 'sign', 'framework', 'diesel']"
801,801,technical,technical,"['sop', 'deviat', 'revis', 'valid', 'one', 'deliver', 'biolog', 'autom', 'assur', 'commiss', 'chemistri', 'pharmaceut', 'aptitud', 'updat']"
802,802,technical,complex problem solving,"['deploy', 'electron', 'hazard', 'mine', 'defens', 'classif', 'navig', 'chanc', 'survey', 'creation', 'tech', 'instrument', 'reput', 'physicist', 'd', 'scientist', 'simul', 'verif', 'robot', 'one', 'detect', 'valid', 'architectur', 'phase', 'interfac', 'analyt', 'correspond', 'cloud', 'prototyp', 'socket', 'r', 'sensor', 'imag', 'aptitud']"
803,803,technical,technical,"['motor', 'deliver', 'advantag', 'hazard', 'hear', 'cooper', 'malfunct', 'replac', 'pump', 'strength', 'manual', 'bear', 'output', 'act', 'wrench', 'fume', 'identifi', 'tech', 'instrument', 'climb', 'drill', 'conveyor', 'overhaul', 'plumb', 'motion', 'hoist', 'guard', 'grip', 'machineri', 'one', 'blueprint', 'creativ', 'heat', 'frequenc', 'desir', 'precis', 'gear', 'carri', 'checklist', 'twist', 'crane', 'circumst', 'wire', 'definit', 'quantiti', 'lift', 'temperatur', 'imag', 'pipe', 'troubleshoot', 'crawl']"
804,804,technical,technical,"['administ', 'invest', 'depend', 'corpor', 'adult', 'accomplish', 'classroom', 'submiss', 'version', 'act', 'prescript', 'save', 'physic', 'achiev', 'match', 'tax', 'medic', 'teacher', 'superintend', 'one', 'print', 'mail', 'curriculum', 'lesson', 'award', 'spous', 'expens', 'right']"
805,805,technical,technical,"['centuri', 'profil', 'mind', 'climat', 'profit', 'chain', 'influenc', 'wareh', 'suggest', 'logist', 'fulfil', 'benchmark', 'conflict', 'adjust', 'stress', 'one', 'belief', 'negoti', 'solv', 'host', 'truck', 'enterpris', 'overtim', 'formul', 'expens', 'rout', 'ship', 'warehous', 'adapt']"
806,806,technical,technical,"['motor', 'cash', 'clean', 'hazard', 'align', 'receipt', 'establish', 'floor', 'membership', 'motiv', 'act', 'aldi', 'height', 'identifi', 'conjunct', 'prescript', 'wage', 'achiev', 'pregnanc', 'match', 'rapport', 'adjust', 'philosophi', 'price', 'staf', 'one', 'mileston', 'adapt', 'discount', 'payrol', 'owner', 'loss', 'trust', 'beverag', 'stock', 'demeanor', 'merchandis', 'termin', 'count', 'obstacl', 'paramet', 'militari', 'lot', 'overtim', 'expens', 'face', 'reconcili']"
807,807,complex problem solving,technical,"['enjoy', 'optim', 'car', 'edit', 'eye', 'volum', 'display', 'press', 'workload', 'avail', 'web', 'stress', 'layout', 'one', 'print', 'mail', 'thought', 'precis', 'draft', 'dealer', 'load', 'dealership', 'updat', 'advertis', 'land', 'portfolio', 'assur']"
808,808,technical,technical,"['deploy', 'advantag', 'devop', 'submiss', 'cycl', 'pipelin', 'script', 'reput', 'pnc', 'segment', 'one', 'stage', 'architectur', 'phase', 'paper', 'privaci', 'overview', 'enterpris', 'pride', 'framework', 'maintain']"
809,809,complex problem solving,complex problem solving,"['attorney', 'interpret', 'thinker', 'inquiri', 'address', 'player', 'survey', 'releas', 'leas', 'advic', 'one', 'financ', 'expans', 'varianc', 'discrep', 'size', 'correspond', 'fee', 'portfolio', 'transact', 'estat', 'warehous', 'confid', 'acquisit']"
810,810,technical,technical,"['brake', 'heat', 'termin', 'transmiss', 'target', 'one', 'steer', 'suspens', 'fleet', 'dot', 'payrol', 'diagnost', 'increas', 'expens', 'discret', 'diesel', 'fuel', 'truck', 'machineri']"
811,811,technical,technical,"['motor', 'limit', 'eye', 'climat', 'switch', 'malfunct', 'logist', 'logic', 'circuit', 'press', 'instrument', 'weld', 'wage', 'conveyor', 'motion', 'robot', 'machineri', 'one', 'blueprint', 'cut', 'ladder', 'light', 'frequenc', 'precis', 'mechan', 'wire', 'command', 'sensor', 'troubleshoot', 'wear', 'starter', 'pipe', 'warehous', 'diagram', 'metal', 'branch', 'transform']"
812,812,technical,technical,"['indic', 'influenc', 'align', 'priorit', 'advisor', 'fact', 'perspect', 'captur', 'methodolog', 'pilot', 'intellig', 'acumen', 'aptitud', 'one', 'thought', 'trust', 'enterpris', 'mindset', 'formul', 'framework', 'factor', 'transform']"
813,813,technical,technical,"['motor', 'calcul', 'alarm', 'survey', 'circuit', 'achiev', 'tier', 'architect', 'represent', 'observ', 'one', 'fixtur', 'light', 'voltag', 'draw', 'load', 'star', 'fire', 'path', 'privileg', 'submitt', 'pharmaceut']"
814,814,technical,technical,"['investor', 'reserv', 'fraud', 'cooper', 'flow', 'loan', 'union', 'mitig', 'payment', 'identifi', 'reput', 'adjust', 'underwrit', 'one', 'bill', 'evid', 'owner', 'loss', 'auditor', 'emphasi', 'complaint', 'modif', 'adapt', 'mortgag', 'premium', 'except']"
815,815,technical,technical,"['minut', 'administ', 'requisit', 'calcul', 'calendar', 'princip', 'output', 'act', 'prescript', 'substitut', 'payment', 'sheet', 'discret', 'telephon', 'medic', 'courtesi', 'immun', 'teacher', 'key', 'one', 'timelin', 'behalf', 'visitor', 'guest', 'liaison', 'correspond', 'speed', 'absenc', 'updat', 'agenda', 'fee', 'fax', 'complaint', 'assur', 'enrol', 'maintain', 'parent']"
816,816,technical,technical,"['stack', 'stabil', 'deliver', 'equiti', 'player', 'well', 'laser', 'ownership', 'threat', 'perspect', 'attack', 'proof', 'web', 'intellig', 'one', 'algorithm', 'detect', 'architectur', 'desir', 'cloud', 'prototyp', 'api', 'peer', 'storag', 'lot', 'award', 'arrang', 'backend', 'starter', 'adopt', 'librari']"
817,817,complex problem solving,complex problem solving,"['round', 'calcul', 'substanc', 'edg', 'oncolog', 'chart', 'radiat', 'physicist', 'motion', 'simul', 'precaut', 'dexter', 'one', 'bill', 'complex', 'setup', 'skin', 'therapist', 'cancer', 'peer', 'paramet', 'women', 'open', 'imag', 'therapi', 'equival', 'assur', 'mathemat']"
818,818,technical,technical,"['profil', 'motor', 'diagnos', 'distanc', 'danger', 'corpor', 'stair', 'manual', 'foundat', 'well', 'fuel', 'gas', 'weld', 'weather', 'schemat', 'discret', 'motion', 'stand', 'walk', 'one', 'heat', 'ladder', 'light', 'traffic', 'read', 'truck', 'termin', 'vet', 'enterpris', 'link', 'percept', 'ship', 'diesel']"
819,819,complex problem solving,complex problem solving,"['attorney', 'broker', 'book', 'return', 'profit', 'flow', 'supplier', 'strength', 'subsidiari', 'agent', 'submiss', 'logic', 'pursuit', 'ownership', 'fulfil', 'workforc', 'continu', 'rapport', 'acumen', 'territori', 'underwrit', 'one', 'financ', 'bill', 'charact', 'connect', 'reason', 'topic', 'mechan', 'owner', 'loss', 'thing', 'overview', 'reward', 'enterpris', 'path', 'privileg', 'arrang', 'equival', 'framework', 'analys']"
820,820,technical,technical,"['indic', 'readi', 'surfac', 'requisit', 'malfunct', 'replac', 'airfram', 'calendar', 'cell', 'aircraft', 'start', 'manual', 'display', 'fuel', 'workload', 'assembl', 'brake', 'preserv', 'station', 'movement', 'wrench', 'exercis', 'sheet', 'cabl', 'seri', 'aviat', 'proof', 'flight', 'dexter', 'one', 'blueprint', 'ladder', 'log', 'complex', 'discrep', 'housekeep', 'phase', 'gear', 'mechan', 'liaison', 'paint', 'land', 'fire', 'open', 'overtim', 'diagnosi', 'modif', 'maintain', 'metal', 'wing', 'troubleshoot', 'card']"
821,821,technical,technical,"['transmiss', 'stabil', 'hear', 'amount', 'storm', 'proceed', 'manual', 'bear', 'volum', 'disclosur', 'ppe', 'head', 'bridg', 'gas', 'calibr', 'weld', 'sheet', 'weather', 'conveyor', 'overhaul', 'hoist', 'adjust', 'dexter', 'machineri', 'one', 'blueprint', 'damag', 'precis', 'wast', 'gaug', 'owner', 'draw', 'paper', 'crane', 'encount', 'charg', 'complaint', 'wear', 'adapt', 'wastewat', 'mathemat']"
822,822,complex problem solving,technical,"['intervent', 'motor', 'limit', 'listen', 'establish', 'sensit', 'membership', 'speech', 'discharg', 'head', 'referr', 'act', 'payment', 'chart', 'format', 'fellowship', 'one', 'bill', 'presenc', 'caregiv', 'frequenc', 'payrol', 'infect', 'visit', 'therapist', 'correspond', 'protocol', 'credenti', 'read', 'statist', 'awar', 'termin', 'ethic', 'licensur', 'therapi', 'rehabilit', 'expens', 'sign', 'profess', 'pattern']"
823,823,technical,technical,"['deliver', 'subsidiari', 'advoc', 'membership', 'autom', 'mitig', 'cycl', 'share', 'methodolog', 'pregnanc', 'game', 'conflict', 'one', 'timelin', 'negoti', 'complex', 'entertain', 'phase', 'metric', 'involv', 'jira', 'portfolio', 'starter']"
824,824,technical,complex problem solving,"['minut', 'semest', 'help', 'fashion', 'calendar', 'referr', 'chart', 'maximum', 'workforc', 'procur', 'outreach', 'one', 'valid', 'mail', 'accid', 'correspond', 'updat', 'powerpoint', 'news', 'equival', 'capit', 'wastewat']"
825,825,technical,complex problem solving,"['intervent', 'limit', 'interpret', 'stay', 'maker', 'replac', 'strength', 'manual', 'home', 'foundat', 'circuit', 'cycl', 'ownership', 'station', 'gas', 'permit', 'match', 'discret', 'adjust', 'machineri', 'one', 'backup', 'tour', 'visitor', 'presenc', 'potenti', 'wast', 'k', 'region', 'owner', 'compli', 'stock', 'outlook', 'count', 'expens', 'maintain', 'electr']"
826,826,technical,technical,"['readi', 'distanc', 'replac', 'subsidiari', 'ppe', 'substanc', 'calibr', 'tank', 'height', 'climb', 'weather', 'pilot', 'allow', 'configur', 'dexter', 'machineri', 'one', 'light', 'demonstr', 'roof', 'uniform', 'label', 'appear', 'portfolio', 'incent', 'finger', 'advertis', 'overtim', 'imag', 'equival', 'diagnost', 'percept', 'commiss', 'wastewat', 'troubleshoot']"
827,827,technical,technical,"['autocad', 'subcontractor', 'depend', 'logist', 'survey', 'pursuit', 'mentor', 'discret', 'motion', 'stand', 'procur', 'acumen', 'one', 'setup', 'size', 'draw', 'peer', 'quantiti', 'awar', 'lift', 'powerpoint', 'genet', 'starter', 'estim', 'fabric', 'confid']"
828,828,technical,technical,"['interpret', 'retail', 'help', 'switch', 'aircraft', 'manual', 'fact', 'laser', 'assembl', 'station', 'wage', 'reput', 'aviat', 'one', 'ladder', 'potenti', 'aerospac', 'sport', 'avion', 'k', 'region', 'draw', 'paint', 'read', 'wire', 'termin', 'garden', 'meal', 'atmospher', 'airfram', 'troubleshoot']"
829,829,technical,technical,"['stack', 'taxi', 'recognit', 'logist', 'brake', 'piec', 'segment', 'intellig', 'simul', 'configur', 'robot', 'one', 'algorithm', 'theori', 'complex', 'make', 'connect', 'medicin', 'traffic', 'park', 'identif', 'sensor', 'percept', 'estim', 'sign']"
830,830,technical,technical,"['reserv', 'entitl', 'readi', 'advantag', 'replac', 'apprais', 'combat', 'questionnair', 'membership', 'abus', 'assembl', 'error', 'station', 'move', 'referr', 'fume', 'version', 'date', 'instrument', 'sheet', 'marriag', 'weather', 'restrict', 'seri', 'proof', 'ictap', 'allow', 'tax', 'format', 'one', 'key', 'corp', 'cut', 'length', 'soldier', 'major', 'carri', 'draft', 'checklist', 'snow', 'read', 'trial', 'score', 'lift', 'incent', 'temperatur', 'award', 'qualifi', 'link', 'spous', 'expens', 'determin', 'deposit']"
831,831,technical,technical,"['motor', 'chain', 'distanc', 'wareh', 'pallet', 'logist', 'subsidiari', 'exit', 'move', 'tractor', 'cargo', 'violat', 'leas', 'one', 'damag', 'traffic', 'gear', 'surgeri', 'accid', 'interfac', 'load', 'truck', 'dispatch', 'lift', 'overtim', 'percept', 'rout']"
832,832,technical,technical,"['investor', 'convers', 'chain', 'hazard', 'paperwork', 'amount', 'hear', 'proceed', 'supplier', 'transpar', 'disclosur', 'web', 'precaut', 'one', 'math', 'complex', 'setup', 'acuiti', 'visit', 'sustain', 'beverag', 'command', 'truck', 'auditor', 'quantiti', 'nose', 'charg', 'complaint', 'award', 'poster', 'link', 'framework', 'maintain', 'pharmaceut', 'troubleshoot', 'right']"
833,833,complex problem solving,complex problem solving,"['book', 'workshop', 'requisit', 'hazard', 'flow', 'establish', 'societi', 'princip', 'classroom', 'sociolog', 'achiev', 'continu', 'telephon', 'format', 'teacher', 'superintend', 'one', 'style', 'curriculum', 'lesson', 'topic', 'psycholog', 'read', 'involv', 'fax', 'formul', 'atmospher', 'parent', 'pattern']"
834,834,complex problem solving,complex problem solving,"['intervent', 'mind', 'charter', 'p', 'masteri', 'classroom', 'player', 'motiv', 'youth', 'substanc', 'head', 'antibodi', 'session', 'mentor', 'map', 'achiev', 'gap', 'learner', 'philosophi', 'teacher', 'one', 'belief', 'math', 'presenc', 'charact', 'evid', 'length', 'desir', 'curriculum', 'medicin', 'radioisotop', 'subject', 'childhood', 'women', 'popul', 'm', 'caseload']"
835,835,technical,complex problem solving,"['climat', 'deploy', 'advantag', 'trade', 'spend', 'supplier', 'devop', 'well', 'altern', 'autom', 'fact', 'ownership', 'perspect', 'releas', 'save', 'reput', 'match', 'architect', 'philosophi', 'child', 'mobil', 'one', 'financ', 'dollar', 'creativ', 'negoti', 'armi', 'presenc', 'messag', 'dive', 'audienc', 'make', 'size', 'factori', 'owner', 'cloud', 'speed', 'thing', 'trust', 'sponsorship', 'awar', 'entiti', 'portfolio', 'enterpris', 'militari', 'visa', 'framework', 'confid', 'domain', 'adapt', 'adopt', 'transform']"
836,836,technical,technical,"['motor', 'administ', 'hazard', 'strength', 'counti', 'desk', 'injuri', 'prevent', 'fume', 'identifi', 'attack', 'weather', 'seri', 'guard', 'weight', 'observ', 'one', 'heat', 'jet', 'surveil', 'rescu', 'accid', 'heart', 'swimmer', 'cleanli', 'appear', 'victim', 'lift', 'percept', 'sign', 'resuscit']"
837,837,technical,technical,"['sop', 'violenc', 'indic', 'advantag', 'consist', 'discoveri', 'strength', 'manual', 'display', 'sampl', 'submiss', 'union', 'creation', 'deleg', 'statistician', 'substanc', 'mentor', 'box', 'creed', 'blood', 'programm', 'restrict', 'inclus', 'tabl', 'workforc', 'd', 'simul', 'verif', 'mobil', 'one', 'math', 'valid', 'presenc', 'anim', 'medicin', 'phase', 'major', 'protocol', 'trial', 'translat', 'updat', 'statist', 'victim', 'r', 'introduct', 'dataset', 'analys', 'pharmaceut', 'librari']"
838,838,technical,technical,"['deploy', 'p', 'upgrad', 'hazard', 'stoop', 'address', 'questionnair', 'notif', 'sensit', 'disclosur', 'capit', 'cycl', 'error', 'share', 'instrument', 'date', 'climb', 'seri', 'proof', 'stand', 'procur', 'fellowship', 'corp', 'one', 'theori', 'charact', 'suitabl', 'curriculum', 'checklist', 'protocol', 'trust', 'vet', 'm', 'imag', 'qualifi', 'equival', 'link', 'assur', 'determin', 'commiss', 'accredit', 'occup']"
839,839,technical,complex problem solving,"['chain', 'surfac', 'dot', 'distanc', 'stoop', 'hazard', 'hear', 'cooper', 'dust', 'replac', 'warn', 'stair', 'section', 'ppe', 'union', 'speech', 'head', 'height', 'polic', 'weather', 'barrier', 'piec', 'motion', 'weight', 'dexter', 'one', 'key', 'damag', 'cut', 'ladder', 'heat', 'log', 'discuss', 'traffic', 'voltag', 'housekeep', 'incid', 'carri', 'owner', 'draw', 'ground', 'load', 'read', 'truck', 'crew', 'tree', 'lift', 'enforc', 'vet', 'obtain', 'fire', 'temperatur', 'overtim', 'percept', 'sign', 'protect', 'branch']"
